batch_id,tweet_in_batch,tweet_id,tweet,condition,R1_response,R2_response,R3_response,R1_label,R2_label,R3_label
40,6,1641,"RT @###### I'm finally ready to mass market my skidmark-resistant tighty whities, but apparently ""Uncrustables"" is already taken. Fu&#8230;",C.HS,NH,NH,NH,NH,NH,NH
40,6,1641,"RT @###### I'm finally ready to mass market my skidmark-resistant tighty whities, but apparently ""Uncrustables"" is already taken. Fu&#8230;",C.OL,OL,OL,OL,OL,OL,OL
41,1,279,@###### He's definitely trash. But if Bill Cohwer or Stanford 's head coach want the job I'd hire them. With a new gm of course,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
41,1,279,@###### He's definitely trash. But if Bill Cohwer or Stanford 's head coach want the job I'd hire them. With a new gm of course,B,"NH, NO","NH, OL","NH, OL","NH, NO","NH, OL","NH, OL"
41,1,279,@###### He's definitely trash. But if Bill Cohwer or Stanford 's head coach want the job I'd hire them. With a new gm of course,C.HS,NH,NH,NH,NH,NH,NH
41,1,279,@###### He's definitely trash. But if Bill Cohwer or Stanford 's head coach want the job I'd hire them. With a new gm of course,C.OL,NO,NO,NO,NO,NO,NO
41,2,2862,"RT @###### Nah, 2013 was trash RT @###### 2014 was so trash dawg",A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
41,2,2862,"RT @###### Nah, 2013 was trash RT @###### 2014 was so trash dawg",B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO"
41,2,2862,"RT @###### Nah, 2013 was trash RT @###### 2014 was so trash dawg",C.HS,NH,NH,NH,NH,NH,NH
41,2,2862,"RT @###### Nah, 2013 was trash RT @###### 2014 was so trash dawg",C.OL,NO,NO,NO,NO,NO,NO
41,3,36,RT @###### @###### you're a fucking queer,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
41,3,36,RT @###### @###### you're a fucking queer,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
41,3,36,RT @###### @###### you're a fucking queer,C.HS,HS,NH,NH,HS,NH,NH
41,3,36,RT @###### @###### you're a fucking queer,C.OL,OL,OL,OL,OL,OL,OL
41,4,1982,Really craving my arroz con pollo y habichuelas right now,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
41,4,1982,Really craving my arroz con pollo y habichuelas right now,B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO"
41,4,1982,Really craving my arroz con pollo y habichuelas right now,C.HS,NH,NH,NH,NH,NH,NH
41,4,1982,Really craving my arroz con pollo y habichuelas right now,C.OL,NO,NO,NO,NO,NO,NO
41,5,1056,RT @###### Lmaoooo RT @###### @###### fam I stabbed a person once in COD ghost and he said I stab like a nigger,A,"OL, HS","OL, HS","OL, NH","OL, HS","OL, HS","OL, NH"
41,5,1056,RT @###### Lmaoooo RT @###### @###### fam I stabbed a person once in COD ghost and he said I stab like a nigger,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
41,5,1056,RT @###### Lmaoooo RT @###### @###### fam I stabbed a person once in COD ghost and he said I stab like a nigger,C.HS,HS,HS,HS,HS,HS,HS
41,5,1056,RT @###### Lmaoooo RT @###### @###### fam I stabbed a person once in COD ghost and he said I stab like a nigger,C.OL,OL,OL,OL,OL,OL,OL
41,6,2458,RT @###### #DearFutureHusband you have no idea how many brownie points you will get I you randomly play with my hair or scratch my &#8230;,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
41,6,2458,RT @###### #DearFutureHusband you have no idea how many brownie points you will get I you randomly play with my hair or scratch my &#8230;,B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO"
41,6,2458,RT @###### #DearFutureHusband you have no idea how many brownie points you will get I you randomly play with my hair or scratch my &#8230;,C.HS,NH,NH,NH,NH,NH,NH
41,6,2458,RT @###### #DearFutureHusband you have no idea how many brownie points you will get I you randomly play with my hair or scratch my &#8230;,C.OL,NO,NO,NO,NO,NO,NO
42,1,1001,"RT @###### Whatchu sayin hoe, YOU KNOW IM THE MAN HOE",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
42,1,1001,"RT @###### Whatchu sayin hoe, YOU KNOW IM THE MAN HOE",B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
42,1,1001,"RT @###### Whatchu sayin hoe, YOU KNOW IM THE MAN HOE",C.HS,NH,NH,NH,NH,NH,NH
42,1,1001,"RT @###### Whatchu sayin hoe, YOU KNOW IM THE MAN HOE",C.OL,OL,OL,OL,OL,OL,OL
42,2,2527,I I haven't watched a single episode of #LHHNY however I'm watching the reunion. This coon shit. I mean the levels of ratcheticity,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
42,2,2527,I I haven't watched a single episode of #LHHNY however I'm watching the reunion. This coon shit. I mean the levels of ratcheticity,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
42,2,2527,I I haven't watched a single episode of #LHHNY however I'm watching the reunion. This coon shit. I mean the levels of ratcheticity,C.HS,HS,HS,HS,HS,HS,HS
42,2,2527,I I haven't watched a single episode of #LHHNY however I'm watching the reunion. This coon shit. I mean the levels of ratcheticity,C.OL,OL,OL,OL,OL,OL,OL
42,3,857,"&#8220;@###### If Howard elbow bosh, will bosh fight back?&#8221; don't have to got mcbob bird and UD",A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
42,3,857,"&#8220;@###### If Howard elbow bosh, will bosh fight back?&#8221; don't have to got mcbob bird and UD",B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO"
42,3,857,"&#8220;@###### If Howard elbow bosh, will bosh fight back?&#8221; don't have to got mcbob bird and UD",C.HS,NH,NH,NH,NH,NH,NH
42,3,857,"&#8220;@###### If Howard elbow bosh, will bosh fight back?&#8221; don't have to got mcbob bird and UD",C.OL,NO,NO,NO,NO,NO,NO
42,4,806,"graham crackers with marshmallows, the little marshmallows and little chocolate bars and we can make s'mores, man.",A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
42,4,806,"graham crackers with marshmallows, the little marshmallows and little chocolate bars and we can make s'mores, man.",B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO"
42,4,806,"graham crackers with marshmallows, the little marshmallows and little chocolate bars and we can make s'mores, man.",C.HS,NH,NH,NH,NH,NH,NH
42,4,806,"graham crackers with marshmallows, the little marshmallows and little chocolate bars and we can make s'mores, man.",C.OL,NO,NO,NO,NO,NO,NO
42,5,1091,Gotta bad red bone that look something like Ashanti,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
42,5,1091,Gotta bad red bone that look something like Ashanti,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
42,5,1091,Gotta bad red bone that look something like Ashanti,C.HS,NH,NH,NH,NH,NH,NH
42,5,1091,Gotta bad red bone that look something like Ashanti,C.OL,OL,OL,OL,OL,OL,OL
42,6,833,@###### @###### @###### at least im not black bitch your parents left you in the mcdonalds parking lot after you were born,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
42,6,833,@###### @###### @###### at least im not black bitch your parents left you in the mcdonalds parking lot after you were born,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
42,6,833,@###### @###### @###### at least im not black bitch your parents left you in the mcdonalds parking lot after you were born,C.HS,HS,HS,HS,HS,HS,HS
42,6,833,@###### @###### @###### at least im not black bitch your parents left you in the mcdonalds parking lot after you were born,C.OL,OL,OL,OL,OL,OL,OL
43,1,2208,@###### One less little nigger that would grow up into a big nigger.,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
43,1,2208,@###### One less little nigger that would grow up into a big nigger.,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
43,1,2208,@###### One less little nigger that would grow up into a big nigger.,C.HS,HS,HS,HS,HS,HS,HS
43,1,2208,@###### One less little nigger that would grow up into a big nigger.,C.OL,OL,OL,OL,OL,OL,OL
43,2,1766,Russel Martin had a miserable season but is quietly having a good September #Yankees #BlueJays #MLB,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
43,2,1766,Russel Martin had a miserable season but is quietly having a good September #Yankees #BlueJays #MLB,B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO"
43,2,1766,Russel Martin had a miserable season but is quietly having a good September #Yankees #BlueJays #MLB,C.HS,NH,NH,NH,NH,NH,NH
43,2,1766,Russel Martin had a miserable season but is quietly having a good September #Yankees #BlueJays #MLB,C.OL,NO,NO,NO,NO,NO,NO
43,3,2328,"@###### well, I know you like it when children are murdered, kind of weird you would be such a little bitch about a twitter list",A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
43,3,2328,"@###### well, I know you like it when children are murdered, kind of weird you would be such a little bitch about a twitter list",B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
43,3,2328,"@###### well, I know you like it when children are murdered, kind of weird you would be such a little bitch about a twitter list",C.HS,HS,HS,HS,HS,HS,HS
43,3,2328,"@###### well, I know you like it when children are murdered, kind of weird you would be such a little bitch about a twitter list",C.OL,OL,OL,OL,OL,OL,OL
43,4,2558,McDonald's is hella trash to me now,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
43,4,2558,McDonald's is hella trash to me now,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
43,4,2558,McDonald's is hella trash to me now,C.HS,NH,NH,NH,NH,NH,NH
43,4,2558,McDonald's is hella trash to me now,C.OL,OL,OL,OL,OL,OL,OL
43,5,1229,Who would've known that Jesus'll come back to the ghetto / on that level and that thorough like a black heroine.,A,"NO, NH","OL, NH","NO, NH","NO, NH","OL, NH","NO, NH"
43,5,1229,Who would've known that Jesus'll come back to the ghetto / on that level and that thorough like a black heroine.,B,"NH, OL","NH, NO","NH, OL","NH, OL","NH, NO","NH, OL"
43,5,1229,Who would've known that Jesus'll come back to the ghetto / on that level and that thorough like a black heroine.,C.HS,NH,NH,NH,NH,NH,NH
43,5,1229,Who would've known that Jesus'll come back to the ghetto / on that level and that thorough like a black heroine.,C.OL,OL,OL,OL,OL,OL,OL
43,6,76,"@###### @###### Kris, griff is too ghetto to know anything about sperrys or vans",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
43,6,76,"@###### @###### Kris, griff is too ghetto to know anything about sperrys or vans",B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
43,6,76,"@###### @###### Kris, griff is too ghetto to know anything about sperrys or vans",C.HS,NH,NH,NH,NH,NH,NH
43,6,76,"@###### @###### Kris, griff is too ghetto to know anything about sperrys or vans",C.OL,OL,OL,OL,OL,OL,OL
44,1,776,"@###### George didn't have a twitter called ""no limit nigga"" where he talked about fighting, drugs, guns, and bitches and hoes.",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
44,1,776,"@###### George didn't have a twitter called ""no limit nigga"" where he talked about fighting, drugs, guns, and bitches and hoes.",B,"NH, OL","HS, OL","NH, OL","NH, OL","HS, OL","NH, OL"
44,1,776,"@###### George didn't have a twitter called ""no limit nigga"" where he talked about fighting, drugs, guns, and bitches and hoes.",C.HS,NH,NH,NH,NH,NH,NH
44,1,776,"@###### George didn't have a twitter called ""no limit nigga"" where he talked about fighting, drugs, guns, and bitches and hoes.",C.OL,OL,OL,OL,OL,OL,OL
44,2,1574,Early morning beer as a reward for waking up and taking the trash out,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
44,2,1574,Early morning beer as a reward for waking up and taking the trash out,B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO"
44,2,1574,Early morning beer as a reward for waking up and taking the trash out,C.HS,NH,NH,NH,NH,NH,NH
44,2,1574,Early morning beer as a reward for waking up and taking the trash out,C.OL,NO,NO,NO,NO,NO,NO
44,3,2448,Okay but your number ain't been saved for how long ? &#128533; Okay Thancc You &#9995;&#128514; tf hoe.,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
44,3,2448,Okay but your number ain't been saved for how long ? &#128533; Okay Thancc You &#9995;&#128514; tf hoe.,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
44,3,2448,Okay but your number ain't been saved for how long ? &#128533; Okay Thancc You &#9995;&#128514; tf hoe.,C.HS,NH,NH,NH,NH,NH,NH
44,3,2448,Okay but your number ain't been saved for how long ? &#128533; Okay Thancc You &#9995;&#128514; tf hoe.,C.OL,OL,OL,OL,OL,OL,OL
44,4,1176,RT @###### I accidentally ate a few fireflies last night while chewing some leaves I found. The shameful yellow glow of my mouth wa&#8230;,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
44,4,1176,RT @###### I accidentally ate a few fireflies last night while chewing some leaves I found. The shameful yellow glow of my mouth wa&#8230;,B,"NH, NO","NH, NO","NO, NO","NH, NO","NH, NO","NO, NO"
44,4,1176,RT @###### I accidentally ate a few fireflies last night while chewing some leaves I found. The shameful yellow glow of my mouth wa&#8230;,C.HS,NH,NH,NH,NH,NH,NH
44,4,1176,RT @###### I accidentally ate a few fireflies last night while chewing some leaves I found. The shameful yellow glow of my mouth wa&#8230;,C.OL,NO,NO,NO,NO,NO,NO
44,5,885,Can't stand that faggot.,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
44,5,885,Can't stand that faggot.,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
44,5,885,Can't stand that faggot.,C.HS,HS,HS,HS,HS,HS,HS
44,5,885,Can't stand that faggot.,C.OL,OL,OL,OL,OL,OL,OL
44,6,1619,Flabby bird sounds Turrible. Lol. I'll just stick to watching paint dry...,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
44,6,1619,Flabby bird sounds Turrible. Lol. I'll just stick to watching paint dry...,B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO"
44,6,1619,Flabby bird sounds Turrible. Lol. I'll just stick to watching paint dry...,C.HS,NH,NH,NH,NH,NH,NH
44,6,1619,Flabby bird sounds Turrible. Lol. I'll just stick to watching paint dry...,C.OL,NO,NO,NO,NO,NO,NO
45,1,2092,I think dat @###### called me a nigger!What do move away from da dark side mean?,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
45,1,2092,I think dat @###### called me a nigger!What do move away from da dark side mean?,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
45,1,2092,I think dat @###### called me a nigger!What do move away from da dark side mean?,C.HS,NH,NH,HS,NH,NH,HS
45,1,2092,I think dat @###### called me a nigger!What do move away from da dark side mean?,C.OL,OL,OL,OL,OL,OL,OL
45,2,1713,@###### #niggerfood #niggerperson #you #are #a #nigger,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
45,2,1713,@###### #niggerfood #niggerperson #you #are #a #nigger,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
45,2,1713,@###### #niggerfood #niggerperson #you #are #a #nigger,C.HS,HS,HS,HS,HS,HS,HS
45,2,1713,@###### #niggerfood #niggerperson #you #are #a #nigger,C.OL,OL,OL,OL,OL,OL,OL
45,3,2194,@###### in the trash,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
45,3,2194,@###### in the trash,B,"NH, OL","NH, OL","HS, OL","NH, OL","NH, OL","HS, OL"
45,3,2194,@###### in the trash,C.HS,NH,NH,NH,NH,NH,NH
45,3,2194,@###### in the trash,C.OL,OL,OL,OL,OL,OL,OL
45,4,169,"RT @###### Stop flattering yourself, bitch. The only fan you have is on your ceiling.",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
45,4,169,"RT @###### Stop flattering yourself, bitch. The only fan you have is on your ceiling.",B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
45,4,169,"RT @###### Stop flattering yourself, bitch. The only fan you have is on your ceiling.",C.HS,NH,NH,NH,NH,NH,NH
45,4,169,"RT @###### Stop flattering yourself, bitch. The only fan you have is on your ceiling.",C.OL,OL,OL,OL,OL,OL,OL
45,5,693,"&#128079; congrats you've turned a hoe into a housewife, don't get shitty when your guys start singing they hit it first. #ButThatsNoneOfMyBusiness",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
45,5,693,"&#128079; congrats you've turned a hoe into a housewife, don't get shitty when your guys start singing they hit it first. #ButThatsNoneOfMyBusiness",B,"HS, OL","NH, OL","NH, OL","HS, OL","NH, OL","NH, OL"
45,5,693,"&#128079; congrats you've turned a hoe into a housewife, don't get shitty when your guys start singing they hit it first. #ButThatsNoneOfMyBusiness",C.HS,NH,HS,NH,NH,HS,NH
45,5,693,"&#128079; congrats you've turned a hoe into a housewife, don't get shitty when your guys start singing they hit it first. #ButThatsNoneOfMyBusiness",C.OL,OL,OL,OL,OL,OL,OL
45,6,2513,&#8220;@###### Yankees will never have someone wear a single digit uniform again after this season&#8221; Wow. Shows that is an epic organization,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
45,6,2513,&#8220;@###### Yankees will never have someone wear a single digit uniform again after this season&#8221; Wow. Shows that is an epic organization,B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO"
45,6,2513,&#8220;@###### Yankees will never have someone wear a single digit uniform again after this season&#8221; Wow. Shows that is an epic organization,C.HS,NH,NH,NH,NH,NH,NH
45,6,2513,&#8220;@###### Yankees will never have someone wear a single digit uniform again after this season&#8221; Wow. Shows that is an epic organization,C.OL,NO,NO,NO,NO,NO,NO
46,1,1109,@###### you better feel the love... I don't even show these hoes love lol,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
46,1,1109,@###### you better feel the love... I don't even show these hoes love lol,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
46,1,1109,@###### you better feel the love... I don't even show these hoes love lol,C.HS,NH,NH,NH,NH,NH,NH
46,1,1109,@###### you better feel the love... I don't even show these hoes love lol,C.OL,OL,OL,OL,OL,OL,OL
46,2,1272,@###### colored contacts,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
46,2,1272,@###### colored contacts,B,"NH, NO","NH, NO","NH, OL","NH, NO","NH, NO","NH, OL"
46,2,1272,@###### colored contacts,C.HS,NH,NH,NH,NH,NH,NH
46,2,1272,@###### colored contacts,C.OL,OL,NO,OL,OL,NO,OL
46,3,1598,pop me a pill &amp; throw that pussy a rave,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
46,3,1598,pop me a pill &amp; throw that pussy a rave,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
46,3,1598,pop me a pill &amp; throw that pussy a rave,C.HS,NH,NH,NH,NH,NH,NH
46,3,1598,pop me a pill &amp; throw that pussy a rave,C.OL,OL,OL,OL,OL,OL,OL
46,4,820,RT @###### Its unexplainable how booty and fucking ass these bitches be. They live to be funny.,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
46,4,820,RT @###### Its unexplainable how booty and fucking ass these bitches be. They live to be funny.,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
46,4,820,RT @###### Its unexplainable how booty and fucking ass these bitches be. They live to be funny.,C.HS,NH,NH,NH,NH,NH,NH
